track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169,291,184,537,45,727,128,G,Minor,56,38,97,4,0,35,4,I'm Good (Blue),I'm Good (Blue),David Guetta,8/26/2022,UKWLG2200055,43,209.6,"1,658,229,422","262,248","239,957,538",83.0,"466,080,689","4,324,989","728,093","54,258,768","1,051,836,430","1,425,853,925",285.0,"935,190","2,487",207.0,"6,479,623",168.0,"139,926,990","31,235","8,007,236","10,973,120",,1
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,1117,80,65156199,82,145,65,16,"1,133",144,,Major,77,75,58,52,0,23,25,Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/23/2023,USAT22306213,630,60.6,"470,659,154","53,386","35,912,569",71.0,"143,805,714","2,019,310","307,562","119,653,263","1,220,529,181","581,626,428",68.0,4,"1,012",31.0,"494,407",35.0,,,,"1,637,333",,1
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,1117,80,65156199,82,145,65,16,"1,133",144,,Major,77,75,58,52,0,23,25,Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/22/2023,USAT22306162,"1,964",32.5,"470,358,238","7,198","2,204,206",51.0,,,,,,,1.0,"182,333",,3.0,"13,196",,,,,,,0
Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054,65,48,138,1,102,122,F,Major,67,49,64,10,0,10,3,Angels Like You,Plastic Hearts,Miley Cyrus,11/27/2020,USRC12003754,"1,697",35.5,"940,796,773","89,447","36,703,975",77.0,"165,497,158","1,629,090","1,780,416","377,871,352","3,248,071,918","8,992,522",74.0,"45,899",331,62.0,"610,903",14.0,"11,547,146","7,441",,"2,289,799",,0
I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,1085685420,241,127,458,37,332,140,,Major,71,82,81,11,0,6,5,I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,5/13/2022,USUM72206227,127,136.2,"1,607,421,145","212,406","160,444,270",83.0,"409,785,349","3,326,477","247,865","155,593,087","1,825,552,705","2,563,240,162",267.0,"523,907","3,418",111.0,"4,754,372",75.0,"152,770,142","49,622",,"9,091,826",,0
Die For You,The Weeknd,1,2016,11,24,2483,59,1647990401,68,21,24,0,259,134,C#,Minor,59,51,52,9,0,15,7,Die For You,SMITHEREENS,Joji,11/4/2022,USWB12203732,"1,412",39.4,"363,300,065","74,276","30,821,017",71.0,"77,291,326","1,109,516","119,854","41,196,230","352,701,529","6,842,555",36.0,"20,078",30,6.0,"275,763",13.0,"2,553,943","1,561","2,916,758","601,440",,0
Die For You,The Weeknd,1,2016,11,24,2483,59,1647990401,68,21,24,0,259,134,C#,Minor,59,51,52,9,0,15,7,Die For You,Starboy,The Weeknd,11/25/2016,USUG11601011,"1,565",37.0,"2,265,551,950","185,803","50,288,436",74.0,"117,456,314","1,132,990","166,776","120,865,394","879,722,331",,131.0,"479,013",128,44.0,"3,238,269",35.0,"166,351,423","84,689","25,327,834",,,0
Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,Die For You,SMITHEREENS,Joji,11/4/2022,USWB12203732,"1,412",39.4,"363,300,065","74,276","30,821,017",71.0,"77,291,326","1,109,516","119,854","41,196,230","352,701,529","6,842,555",36.0,"20,078",30,6.0,"275,763",13.0,"2,553,943","1,561","2,916,758","601,440",,0
Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,Die For You,Starboy,The Weeknd,11/25/2016,USUG11601011,"1,565",37.0,"2,265,551,950","185,803","50,288,436",74.0,"117,456,314","1,132,990","166,776","120,865,394","879,722,331",,131.0,"479,013",128,44.0,"3,238,269",35.0,"166,351,423","84,689","25,327,834",,,0
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693,281,137,"2,445",1,140,186,G,Major,68,49,59,16,0,13,28,Starboy,Starboy,The Weeknd,9/22/2016,USUG11600976,265,95.7,"3,291,262,413","366,133","98,022,646",84.0,"2,829,990,867","14,968,547","262,780","52,707,882","375,498,232","218,584,786",341.0,"68,441",148,118.0,"875,683",67.0,"331,295,154","418,888","23,612,071","15,648,166",,1
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,1298,38,107753850,44,64,57,10,110,106,A#,Minor,72,17,64,7,0,10,5,El Cielo,El Cielo - Single,Sky Rompiendo,6/2/2023,USSD12300241,"1,068",46.4,"354,097,795","53,606","50,446,311",74.0,"89,166,241","599,270","26,367","10,289,035","107,126,101","9,653,765",64.0,"18,198",53,37.0,"398,533",19.0,"5,226,972",391,,"542,456",,1
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,177740666,145,111,213,11,810,128,G,Major,60,23,91,0,0,12,3,Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/2023,UKWLG2300016,300,87.7,"509,231,024","69,486","142,546,135",79.0,"40,223,001","328,421",,42,312,"298,775,920",145.0,"396,880",425,121.0,"3,802,321",91.0,"29,557,806","1,437","1,308,074","3,375,037",,0
AMARGURA,Karol G,1,2023,2,24,1133,39,153372011,14,71,23,10,176,107,F#,Minor,92,55,70,18,0,15,7,AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72222552,477,70.4,"629,102,459","31,206","51,913,972",81.0,"317,295,184","924,600","969,500","28,700,787","404,330,162","814,335,857",45.0,"46,179",387,30.0,"3,549,738",23.0,"38,480,759","8,821",,"1,252,595",,1
(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,57876440,0,0,109,17,0,130,G,Minor,67,96,88,12,19,8,4,(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,6/15/2023,GBBKS2300080,105,150.4,"460,156,070","163,449","127,827,271",77.0,"8,183,226","98,257","530,103","65,920,648","1,032,799,567","56,004,473",,"195,140",,102.0,"3,034,022",111.0,"1,132,923","1,312","9,451,176","9,279,625",,0
Another Love,Tom Odell,1,2012,10,15,18371,83,1813673666,250,122,"3,394",19,,123,E,Minor,45,13,54,70,0,9,4,Another Love,Songs from Another Love,Tom Odell,1/1/2012,GBARL1300107,"1,842",33.9,"2,444,335,468","380,675","168,483,196",83.0,"996,981,745","9,104,648","452,786","77,257,465","714,451,407","858,018,753",137.0,"36,017",8,195.0,"16,139,369",30.0,,,,,,1
Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074,672,199,"3,421",20,,171,C#,Major,50,38,80,0,0,9,7,Blinding Lights,Blinding Lights,The Weeknd,11/29/2019,USUG11904206,56,194.0,"4,281,468,720","590,392","165,544,011",83.0,"833,807,130","10,093,211","2,882,064","337,322,563","3,501,177,394","2,258,085,924",859.0,"1,695,240","1,116",564.0,"11,701,129",184.0,"489,299,762","319,634","28,659,471","28,994,660",,0
Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074,672,199,"3,421",20,,171,C#,Major,50,38,80,0,0,9,7,Blinding Lights,Blinding Lights,xSyborg,3/13/2021,QZLBC2302779,"4,229",20.5,"4,261,328,190",,,,,,,,,,,,,,,,,,,,,0
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385,67,79,57,1,615,137,G,Minor,64,88,72,51,0,17,5,Moonlight,Moonlight,Kali Uchis,2/24/2023,USUM72219486,275,93.1,"701,558,859","110,539","46,729,655",74.0,"209,195,939","2,284,142","594,413","173,483,893","1,114,531,877","31,989,285",67.0,"15,726",126,43.0,"1,632,541",44.0,"3,448,723","9,386","8,993,848","3,204,314",,0
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385,67,79,57,1,615,137,G,Minor,64,88,72,51,0,17,5,Moonlight,?,XXXTENTACION,3/16/2018,USUG11800209,375,79.5,"1,885,431,727","241,112","41,330,643",77.0,"1,607,650,475","24,201,486","275,009","36,219,008","300,772,720","160,456,727",66.0,"16,859",2,41.0,"344,324",15.0,"138,948,996","311,466","80,552,486","3,644,968",,1
La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358,139,111,161,15,210,125,G,Minor,84,85,68,58,0,22,4,La Bachata,La Bachata,Manuel Turizo,5/26/2022,QZDYA1800087,146,126.2,"1,721,045,197","156,941","97,122,096",81.0,"798,827,877","3,379,928","1,614,275","209,367,923","2,596,777,974","420,585,933",142.0,"152,522","1,161",97.0,"8,709,032",133.0,"47,203,290","19,769",,"4,817,885",,0
S91,Karol G,1,2023,7,14,525,41,16011326,34,115,39,6,216,128,,Minor,86,42,72,59,0,9,19,S91,S91,KAROL G,7/14/2023,USUG12305255,840,53.0,"240,161,044","22,270","15,087,485",64.0,"164,645,464","1,308,408","503,900","16,972,968","257,922,639","438,911,868",40.0,"24,578",572,19.0,"2,172,067",4.0,"19,801,440","3,668",,"614,971",,0
cardigan,Taylor Swift,1,2020,7,24,7923,29,812019557,106,112,142,4,215,130,,Minor,61,53,58,55,0,27,4,cardigan,folklore,Taylor Swift,7/24/2020,USUG12002836,"1,458",38.4,"1,307,283,069","94,169","67,796,903",80.0,"250,157,022","3,792,791","1,470,630","374,412,871","2,941,268,049","280,717,147",131.0,"54,624",11,104.0,"361,732",85.0,"21,437,551","24,674",,"4,686,324",,0
Tï¿½ï¿,"dennis, MC Kevin o Chris",2,2023,5,4,731,15,111947664,27,17,73,4,167,130,B,Major,86,59,96,50,1,9,5,Tï¿½ï¿,Tï¿½ï¿,DENNIS,5/4/2023,BRSME2300692,601,61.7,"333,339,751","41,237","24,980,357",69.0,"164,941,550","1,130,932","1,253,933","124,997,599","1,585,272,275","158,095,067",44.0,"6,589",135,67.0,"3,132,886",11.0,"183,192",334,,"1,174,062",,0
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240,38,0,4,0,0,101,D,Major,88,72,59,62,0,9,3,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,6/24/2022,USAT22205563,"1,542",37.4,"947,763,871","59,942","47,877,896",72.0,"65,306,295","1,305,561","5,486","2,914,991","20,119,789",,24.0,"171,718","1,282",1.0,"30,007",,,,,,,0
BESO,"Rauw Alejandro, ROSALï¿½",2,2023,3,24,4053,50,357925728,82,121,182,12,171,95,F,Minor,77,53,64,74,0,17,14,BESO,RR,ROSALï¿½,3/24/2023,USSM12301258,313,86.3,"647,201,484","81,393","46,208,549",74.0,"186,060,248","1,524,559","946,380","131,649,631","1,792,090,770","28,857,204",117.0,"106,591",277,80.0,"4,935,799",65.0,"20,360,773","4,829","113,549","1,589,528",,0
Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710,63,79,89,11,16,98,C#,Minor,90,40,59,0,0,10,29,Hey Mor,Hey Mor,Ozuna,10/6/2022,QMDA62203322,364,80.1,"986,132,265","97,956","68,983,561",76.0,"383,748,675","1,303,919","793,798","154,969,251","2,145,975,300","45,000,407",79.0,"65,798",79,41.0,"3,780,470",78.0,"27,759,302","3,605",,"1,428,200",,0
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836,37,55,32,0,272,90,G#,Major,64,10,62,7,0,48,7,Karma,Karma,JoJo Siwa,4/5/2024,USSM12401851,716,57.2,"17,310,258","1,840","5,419,557",,"43,892,777","368,031","199,600","134,373,320","1,314,113,353","24,645,355",20.0,744,12,8.0,"238,742",18.0,"197,930","8,389","277,552","77,101",,0
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836,37,55,32,0,272,90,G#,Major,64,10,62,7,0,48,7,Karma,Midnights,Taylor Swift,10/21/2022,USUG12205717,"1,297",41.3,"777,305,444","47,435","45,285,568",75.0,"97,902,815","1,779,726","219,236","112,157,506","937,766,809","547,684,661",63.0,"31,306",405,18.0,"2,515,239",45.0,"59,480,642","30,027","187,009","1,124,725",,1
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836,37,55,32,0,272,90,G#,Major,64,10,62,7,0,48,7,Karma,Midnights (3am Edition),Taylor Swift,10/21/2022,USUG12205729,"2,510",28.3,"777,305,444","2,358","643,308",47.0,"83,446","3,275",,,,,17.0,"281,124",,,,,,,,,,0
People,Libianca,1,2022,12,2,3506,56,373199958,105,64,169,8,529,198,A#,Minor,59,71,42,55,0,10,7,People,People - Single,Libianca,12/5/2022,QZTB52268087,141,127.8,"631,955,547","121,823","45,030,006",74.0,"305,998,382","2,647,341","3,168,854","243,797,561","3,233,505,931","704,906,130",145.0,"122,781",202,74.0,"1,217,657",54.0,"9,017,480","11,289","8,026,553","6,121,126",,1
Overdrive,Post Malone,1,2023,7,14,410,36,14780425,36,32,31,1,26,140,C#,Major,56,48,73,0,0,35,4,Overdrive,Overdrive,Post Malone,7/14/2023,USUM72306020,"3,669",22.4,"130,236,751","27,992","6,772,366",63.0,"9,721,972","104,453","21,289","4,910,687","52,127,762",,17.0,"7,742",3,15.0,"366,175",8.0,"3,091,452","1,386",,"229,064",,0
Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,148,24,39578178,32,93,8,2,5,82,G#,Major,51,22,53,1,0,15,3,Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,7/7/2023,USUG12302081,"3,842",21.8,"285,889,664","23,393","21,692,426",75.0,,,,,,,23.0,"1,696",,2.0,"398,036",53.0,"3,436,702","3,368","1,143,120","326,834",,0
BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,54266102,42,80,58,3,169,130,C#,Minor,77,84,89,17,0,43,5,BABY HELLO,BABY HELLO - Single,Rauw Alejandro,6/23/2023,USSD12300274,"1,105",45.3,"268,383,799","47,936","46,787,442",68.0,"69,047,745","591,951","23,400","9,362,518","103,169,265","21,328,855",61.0,"39,321",6,37.0,"817,012",36.0,"3,542,840",631,,"933,823",,1
Heat Waves,Glass Animals,1,2020,6,28,22543,63,2557975762,386,144,707,28,,81,B,Major,76,53,53,44,0,9,9,Heat Waves,Heat Waves,Glass Animals,6/29/2020,GBUM72000433,71,175.0,"2,996,181,078","486,278","112,416,489",82.0,"1,272,898,075","14,947,520","1,416,295","513,334,446","5,518,429,969","4,899,313,022",459.0,"1,414,326","1,434",170.0,"11,862,378",95.0,"122,247,640","160,431",,"17,848,778",,0
golden hour,JVKE,1,2022,7,15,4511,36,751134527,70,58,109,18,230,94,C#,Minor,51,14,59,65,18,25,3,golden hour,golden hour,JVKE,7/15/2022,GBKPL2204171,183,111.4,"1,126,986,320","200,887","45,885,823",73.0,"293,553,015","5,388,022","461,623","313,934,124","2,305,840,359","2,451,087,344",77.0,"148,360",719,22.0,"379,311",35.0,"32,611,885","64,225","14,112,455","3,897,680",,0
Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,2282771485,166,87,"1,056",1,,124,A#,Major,61,41,81,5,2,10,3,Sweater Weather,I'm Sorry...,The Neighbourhood,1/1/2012,USSM11300080,809,53.9,"2,916,412,507","415,650","149,359,220",85.0,"1,648,485,745","18,338,729","1,248,637","324,536,571","2,911,383,718","71,486,828",189.0,"61,334",39,114.0,"604,895",9.0,"384,534,750","719,472","2,565,635",,,0
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093,94,65,164,14,176,128,D,Major,62,55,78,1,3,23,4,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,7/6/2022,UYB282201028,92,161.7,"1,692,951,462","209,490","88,591,675",78.0,"1,132,539,234","8,795,731","1,212,100","196,608,777","2,054,826,154","56,677,146",99.0,"138,254",37,58.0,"5,211,955",65.0,"18,052,815","5,213","4,099,686","6,836,893",,0
Viva La Vida,Coldplay,1,2008,1,1,33898,62,1592909789,233,0,"4,095",9,0,138,F,Minor,49,42,62,9,0,11,3,Viva La Vida,Meu Pai ï¿½ï¿½ do ,Coldplay,9/21/2005,GBAYE0800265,"2,619",27.5,"2,102,223,775","335,772","128,128,093",80.0,"1,412,127,488","8,707,376","1,619,542","244,469,571","2,264,301,241","1,233,854,544",93.0,"258,525",208,174.0,"4,371,982",94.0,,,,"54,637",,0
Here With Me,d4vd,1,2022,7,17,3246,23,635412045,94,85,68,1,84,132,E,Major,58,27,48,50,0,12,3,Here With Me,Here With Me,d4vd,7/20/2022,QZMEM2209263,234,101.4,"1,042,311,849","154,178","58,833,842",80.0,"256,736,243","2,649,848","2,321,933","467,461,517","3,656,967,030","313,752,369",79.0,"18,211",111,48.0,"636,981",41.0,"4,556,490","10,111","15,609,794","3,315,939",,0
Here With Me,d4vd,1,2022,7,17,3246,23,635412045,94,85,68,1,84,132,E,Major,58,27,48,50,0,12,3,Here With Me,Here With Me,Marshmello,3/8/2019,USUG11900610,"3,564",22.8,"676,451,716","70,317","19,641,164",66.0,"211,922,060","2,621,667","330,309","12,206,145","89,270,256","342,543,929",103.0,"68,308",12,22.0,"66,074",54.0,"157,500,720","65,709",,"3,705,612",,0
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,2022,9,22,8576,42,1230675890,216,108,331,26,154,131,D,Major,71,24,47,1,0,27,9,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,9/22/2022,GBUM72205415,60,189.1,"1,556,275,789","210,583","95,974,138",74.0,"254,051,906","3,364,206","2,379,787","683,088,623","7,945,975,878","1,524,133,775",203.0,"718,849",117,63.0,"1,616,564",167.0,"111,398,743","71,335","10,424,892","10,192,485",,0
Yandel 150,"Yandel, Feid",2,2022,12,20,3618,38,585695368,47,74,80,14,194,168,F#,Minor,78,58,73,5,0,10,7,Yandel 150,Yandel 150,Yandel,12/20/2022,QMFMF2215173,247,98.1,"837,576,264","102,545","38,825,844",70.0,"472,335,529","1,511,715","632,917","43,022,167","631,781,362","443,395,467",60.0,"65,694",29,39.0,"5,582,630",63.0,"26,717,443","8,054",,"2,660,197",,1
CORAZï¿½ï¿½N VA,Maria Becerra,1,2023,6,22,370,20,43857627,12,16,18,4,93,98,C#,Major,68,40,79,33,0,30,6,CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,6/22/2023,USWL12301086,"1,094",45.8,"251,442,618","19,913","23,463,750",71.0,"209,201,810","958,198","249,263","61,634,866","541,965,678","650,020,478",23.0,"16,628",354,20.0,"635,145",53.0,"188,360",75,,"209,753",,0
Riptide,Vance Joy,1,1975,1,1,31123,55,2009094673,300,65,"1,003",1,0,102,C#,Major,48,50,73,43,0,15,4,Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,1/1/2013,AULI01385760,"1,223",42.8,"2,541,833,602","369,150","165,607,442",80.0,"533,440,453","4,627,060","856,131","383,809,767","3,108,986,398","2,161,449",231.0,"132,498",171,91.0,"540,337",70.0,,,"68,063,923","16,496,792",,0
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848,60,96,71,0,115,101,A#,Major,34,32,57,78,0,20,3,Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),Stephen Sanchez,4/22/2022,USUG12202266,986,48.6,"1,020,452,066","108,274","75,934,462",79.0,"114,404,861","1,372,385","228,100","129,184,868","1,013,000,586","995,903",45.0,"74,239",,27.0,"250,765",5.0,"1,435,373","6,073","3,198,903",,,0
Novidade na ï¿½ï¿,"Mc Livinho, DJ Matt D",2,2023,6,23,267,9,39709092,9,6,25,2,72,130,F,Major,63,36,34,76,0,35,9,Novidade na ï¿½ï¿,Novidade na ï¿½ï¿,Mc Livinho,6/23/2023,BCDMP2300045,"2,794",26.6,"191,234,818","26,907","12,302,377",64.0,"67,753,459","593,702",,,,"95,148,914",14.0,"2,970",,21.0,"311,304",6.0,,,,"242,735",,1
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922,492,99,798,31,0,170,C#,Major,59,48,76,4,0,10,5,STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,7/9/2021,USSM12103949,27,266.3,"3,107,100,349","451,732","134,793,519",78.0,"1,256,973,582","14,661,425","7,485,966","2,246,991,336","23,712,377,029","4,327,058,646",513.0,"1,510,151","4,096",166.0,"5,783,693",128.0,"196,783,487","124,922","36,341,585",,,1
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922,492,99,798,31,0,170,C#,Major,59,48,76,4,0,10,5,STAY (with Justin Bieber),Stay,The Kid LAROI,7/9/2021,USSM12104470,"2,385",29.2,"3,107,100,349","11,726","2,225,897",53.0,,,,,,,146.0,,,1.0,"8,421",20.0,,,,"15,411,173",,0
El Merengue,"Marshmello, Manuel Turizo",2,2023,3,3,2114,44,223633238,80,75,110,11,323,124,G#,Minor,78,70,68,3,1,11,4,El Merengue,El Merengue - Single,Marshmello,3/3/2023,USSD12300040,510,68.2,"528,420,867","59,791","80,570,021",75.0,"211,317,309","842,146","252,314","28,930,444","451,806,178","317,407,332",84.0,"103,743",117,70.0,"3,574,930",97.0,"13,770,084","2,950",,"3,007,373",,0
Someone You Loved,Lewis Capaldi,1,2018,11,8,17836,53,2887241814,440,125,"1,800",0,,110,C#,Major,50,45,41,75,0,11,3,Someone You Loved,Breach,Lewis Capaldi,11/8/2018,DEUM71807062,133,129.7,"3,427,498,835","338,763","160,553,919",82.0,"2,153,701,892","20,891,433","1,940,473","212,007,614","2,161,032,034","2,333,853,734",408.0,"600,211",381,502.0,"4,834,088",110.0,"427,212,257","357,540",,"29,266,297",,0
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,104,120,141,26,49,92,C#,Minor,91,43,71,9,0,9,8,Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214877,64,184.8,"1,811,990,630","173,358","67,603,671",79.0,"1,516,863,120","8,870,768","4,506,600","549,886,060","6,470,937,272","934,894,575",124.0,"77,120",327,44.0,"14,871,714",63.0,"111,324,744","39,123",,"3,393,920",,1
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,104,120,141,26,49,92,C#,Minor,91,43,71,9,0,9,8,Me Porto Bonito,Me Porto Bonito,Renzo Pianciola,9/9/2022,QZTPX2259995,"4,420",20.2,"1,797,039,538",2,78,7.0,,,,,,,,,,,,,,,,,,0
Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870,57,97,35,0,429,98,G#,Major,71,67,60,19,0,12,3,Fast Car,Gettin' Old,Luke Combs,3/24/2023,US6XF2200436,112,144.5,"518,988,585","73,116","58,391,498",80.0,"107,703,759","768,813","354,036","74,258,021","924,204,888","103,658,014",117.0,"673,629",59,67.0,"8,306,302",104.0,"184,924,061","88,890","728,039","3,108,167",,0
Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870,57,97,35,0,429,98,G#,Major,71,67,60,19,0,12,3,Fast Car,Fast Car,Jonas Blue,12/4/2015,GBUM71507621,"4,352",20.1,"1,145,882,592","139,927","40,886,623",69.0,"154,731,955","772,693","270,900","7,529,782","88,978,424","53,448",143.0,"95,756",16,74.0,"406,133",31.0,"94,448,996","39,367",,"10,070,305",,0
What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998,29,76,24,0,162,172,C#,Minor,74,76,76,6,0,10,9,What It Is (Solo Version),What It Is (Versions),Doechii,3/17/2023,USUG12301967,"1,311",41.1,"308,738,277","38,674","36,667,220",70.0,"77,532,151","1,140,208","772,763","103,987,020","1,174,579,945","1,724,519",29.0,"1,879","1,061",13.0,"238,695",25.0,"20,407,479","2,818",,"759,382",,1
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248,28,89,29,5,82,150,D,Major,68,14,76,4,0,10,4,Coco Chanel,3MEN2 KBRN,Eladio Carrion,3/17/2023,QM4TX2344391,988,48.4,"459,282,058","67,717","32,043,186",72.0,"100,210,832","673,502","49,000","17,997,404","147,682,062","1,805,292",46.0,"24,347",102,13.0,"242,670",17.0,"9,497,644","3,142",,"742,228",,1
Still With You,Jung Kook,1,2020,6,5,31,39,38411956,2,107,8,0,0,88,C#,Minor,53,34,47,9,0,83,4,Still With You,Still With You,Jung Kook,6/5/2020,QM6N22094716,"1,610",36.5,"188,249,146","18,003","4,851,271",72.0,"47,301,413","809,460",,,,,3.0,6,,2.0,"394,861",,"948,933",389,"110,733,209","1,460,302",,0
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150,69,145,69,2,478,143,D#,Major,83,69,44,15,0,10,33,All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,5/12/2023,USQX92302957,90,162.0,"333,202,114","108,322","41,018,697",68.0,"203,487,345","2,084,532","928,132","63,253,779","748,253,884","735,908,540",148.0,"346,411",146,30.0,"1,277,729",60.0,"90,114,807","46,789","16,620,102","4,207,535",,1
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000,46,127567540,49,105,63,1,0,100,F#,Minor,49,17,35,71,9,11,3,Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,3/17/2023,GBUM72304301,620,61.1,"513,353,284","73,253","71,366,345",80.0,"91,324,061","1,419,414","42,282","19,858,700","152,008,937","225,040",70.0,"30,184",20,39.0,"830,621",41.0,"22,345,351","3,483","3,794,067","3,754,332",,0
Snooze,SZA,1,2022,12,9,2839,25,399686758,58,156,42,1,236,143,F,Major,56,39,55,14,0,11,13,Snooze,SOS,SZA,12/9/2022,USRC12204591,97,153.3,"1,013,350,808","108,036","86,470,319",84.0,"390,677,417","2,521,214","402,338","97,819,766","887,803,828","560,893,301",154.0,"559,589",513,60.0,"2,707,900",61.0,"74,611,167","85,113","17,702,595","3,129,609",,1
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508,89,143,"1,632",3,200,112,C#,Minor,56,24,66,7,0,12,3,Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,1/1/2011,GBUM71111565,"2,606",27.7,"1,442,872,605","204,954","53,282,968",79.0,"572,303,765","6,181,000","423,666","173,066,210","1,549,975,311","329,452,348",115.0,"10,698",224,65.0,"1,116,035",71.0,"326,465,544","478,081","7,979,390","8,122,251",,0
Take Two,BTS,1,2023,6,9,674,47,118482347,20,106,25,4,78,93,G,Major,62,57,59,3,0,38,3,Take Two,Take Two,BTS,6/9/2023,USA2P2323050,"3,461",23.2,"259,288,333","9,472","17,478,821",69.0,"40,948,018","2,324,228","432,500","93,022,348","503,776,050",,36.0,"10,787",4,9.0,"91,422",18.0,"1,416,625",486,,"320,367",,0
