track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597,4,11,170,Minor,78,75,46,62,0,12,35,La Bebe,LPM,Yng Lvcas,12/24/2021,QZTAT2174000,"1,198",43.3,"255,707,376","35,404","4,489,095",64.0,132383657.0,926647.0,3955024.0,237343814.0,3229349729.0
Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613,166,42,115,Major,71,90,73,30,0,11,5,Late Night Talking,Harry's House,Harry Styles,5/20/2022,USSM12200610,258,96.4,"959,639,297","108,806","62,563,751",76.0,151113156.0,2809492.0,101923.0,64491271.0,580526441.0
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608,30,84,130,Major,74,79,87,45,0,30,3,Leï¿½,Leï¿½ï¿½o - Si,Marï¿½ï¿½lia Mendo,12/8/2022,BRWNV2200185,999,48.0,"415,752,953","20,588","32,327,663",66.0,423072409.0,2136310.0,318300.0,58453253.0,754580262.0
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483,240,98,118,Major,65,63,79,3,0,10,3,Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,3/20/2020,USUG12101839,884,51.4,"1,549,317,525","178,149","71,174,158",73.0,385884628.0,4302435.0,89958.0,59135602.0,426511103.0
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773,67,84,110,Major,59,22,38,42,0,12,3,Something in the Orange,Something in the Orange,Zach Bryan,4/22/2022,USWB12201213,478,70.4,"891,578,597","134,151","56,220,971",82.0,121756122.0,612540.0,428919.0,61522352.0,536850823.0
VOID,Melanie Martinez,1,2023,3,29,596,0,67070410,29,9,100,Major,72,42,66,18,4,19,4,VOID,VOID,Melanie Martinez,3/29/2023,USAT22220418,"4,259",20.4,"121,386,649","17,170","3,091,212",56.0,36712138.0,1221832.0,136234.0,45708060.0,399701698.0
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601,5,48,142,Minor,70,76,79,26,0,11,7,Dijeron Que No La Iba Lograr,Dijeron Que No La Iba a Lograr,Chino Pacas,3/14/2023,USA2P2313930,"2,254",30.1,"241,174,958","23,146","7,025,185",43.0,146033306.0,697531.0,961638.3856,192319298.00158226,1959827354.2515824
Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509,19,29,140,Major,64,18,37,72,0,12,7,Midnight Rain,Midnights,Taylor Swift,10/21/2022,USUG12205712,"2,714",27.0,"658,208,129","36,730","23,499,391",72.0,83795730.0,757210.0,86657.0,36893385.0,256300464.0
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767,81,27,116,Major,90,96,73,62,0,9,4,If We Ever Broke Up,If We Ever Broke Up,Mae Stephens,2/10/2023,GBUM72300969,49,203.6,"304,929,492","43,923","46,133,083",69.0,61986821.0,921044.0,13872768.0,390207653.0,5684815935.0
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306,37,88,120,Major,73,64,85,25,0,61,3,You Proof,You Proof,Morgan Wallen,5/13/2022,USUG12203266,494,69.3,"644,437,397","64,367","18,795,673",79.0,141964689.0,814824.0,128357.0,28267176.0,327463451.0
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549,28,57,92,Minor,76,46,79,31,0,7,6,LA INOCENTE,Microdosis,Mora,4/1/2022,QM4TX2252954,"1,461",38.4,"736,983,718","92,256","38,659,924",76.0,97778011.0,619019.0,343800.0,74611902.0,559279404.0
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700,23,2,110,Minor,81,64,79,5,0,31,3,Malas Decisiones,K23,Kenia OS,10/27/2022,MXF012200331,"2,246",30.2,"249,199,925","15,573","11,736,236",68.0,141829637.0,1346158.0,1093900.0,310175951.0,3326289021.0
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705,20,68,120,Major,71,57,97,1,0,13,11,Murder In My Mind,Murder In My Mind,Kordhell,1/21/2022,QM4TW2218315,547,65.6,"668,285,368","120,095","62,454,609",74.0,135561359.0,1695128.0,1103489.0,258958538.0,2877613437.0
Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774,21,0,80,Major,63,40,61,9,0,56,6,Gangsta's Paradise,Gangsta's Paradise (25th Anniversary - Remastered),Coolio,9/25/2020,USTB12000152,"1,945",32.7,"1,675,750,095",506,"66,189",25.0,443194213.28134555,4046645.142419602,961638.3856,192319298.00158226,1959827354.2515824
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,52,66,115,Minor,95,43,69,47,0,9,31,CAIRO,CAIRO,KAROL G,11/13/2022,USUM72220925,904,50.7,"443,093,379","35,995","21,160,001",72.0,273852759.0,1690512.0,625126.0,42735677.0,600184949.0
I Love You So,The Walters,1,2014,11,28,7536,7,972164968,44,19,76,Major,58,46,67,65,0,13,4,I Love You So,I Love You So,The Walters,11/28/2014,TCACC1438995,"2,394",29.2,"1,410,353,130","218,492","59,487,193",83.0,417265571.0,5087140.0,744614.0,445675563.0,3241952947.0
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682,71,53,172,Major,60,77,78,45,0,12,6,Dark Red,Dark Red,Steve Lacy,2/20/2017,GBKPL1778015,"2,475",28.6,"1,315,024,190","261,850","48,425,069",80.0,152580618.0,1969610.0,114388.0,94977654.0,558037837.0
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338,231,37,99,Major,40,45,56,69,0,9,5,Say You Won't Let Go,Say You Won't Let Go,James Arthur,9/9/2016,DEE861600586,462,71.5,"2,830,962,669","233,504","128,647,419",82.0,2083619058.0,11898213.0,1750319.0,96711415.0,792720612.0
The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785,122,94,136,Minor,36,12,57,9,0,14,8,The Hills,The Hills,The Weeknd,5/27/2015,USUG11500737,388,77.5,"2,306,740,926","333,310","91,689,799",80.0,2404495013.0,15819333.0,1064662.0,140355034.0,1174129136.0
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566,20,8,95,Major,77,72,87,17,0,7,5,Marisola - Remix,Marisola (Remix),Cris Mj,12/15/2022,CLA1D2200030,"3,621",22.6,"325,264,193","47,780","22,081,093",70.0,443194213.28134555,4046645.142419602,28194.0,7137722.0,83764776.0
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,72,64,102,Minor,83,58,83,21,0,10,5,LOKERA,LOKERA,Rauw Alejandro,7/25/2022,USSD12200700,"1,452",38.5,"656,416,971","74,344","55,382,119",75.0,58769088.0,325798.0,293693.0,109562958.0,1039707434.0
Low,SZA,1,2022,12,9,1911,0,272377463,23,71,145,Minor,70,34,55,43,0,16,6,Low,SOS,SZA,12/9/2022,USRC12204586,"2,178",30.7,"452,881,574","59,064","17,662,712",73.0,30642267.0,285150.0,74165.0,53009405.0,449104323.0
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037,39,0,110,Major,50,24,86,0,0,64,4,Numb,Numb,Marshmello,6/10/2022,USRC12202117,"1,219",42.9,"401,066,217","70,661","51,920,160",69.0,54641192.0,657641.0,420.0,8253.0,172191.0
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242,32,18,95,Major,64,30,77,46,0,38,6,Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2/24/2023,GBAYE2200465,"3,391",23.5,"197,096,592","36,980","10,871,819",62.0,33253817.0,624663.0,44998.0,23983331.0,327222300.0
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790,22,82,94,Minor,68,81,82,53,0,9,13,on the street (with J. Cole),on the street (with J. Cole),j-hope,3/3/2023,USA2P2251898,"3,689",22.3,"183,683,364","21,804","15,669,021",63.0,67664152.0,3768577.0,259000.0,146676533.0,803916984.0
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433,11,58,142,Major,61,92,91,0,0,26,3,One Thing At A Time,One Thing At A Time (Sampler),Morgan Wallen,12/2/2022,USUG12209213,"2,057",31.8,"249,576,970","31,843","5,546,389",70.0,39198931.0,239096.0,9602.0,2953745.0,37058831.0
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336,108,16,145,Minor,59,20,74,1,0,15,5,Miss You,Miss You,Oliver Tree,8/5/2022,USAT22211992,261,96.2,"631,378,937","165,883","38,563,849",51.0,32628348.0,615240.0,1905732.0,363515584.0,5776425361.0
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109,4,20,121,Minor,64,67,80,0,0,36,3,Ainï¿½ï¿½ï¿½t Tha,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300807,"2,302",29.8,"210,072,827","30,503","5,318,773",74.0,35281929.0,221683.0,54106.0,6277486.0,92174906.0
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280,22,101,140,Minor,66,43,76,49,0,12,3,Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300821,353,81.5,"406,319,778","42,283","16,439,412",80.0,84066193.0,368256.0,117408.0,7626726.0,99492470.0
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,29,3,137,Minor,84,44,67,8,0,11,6,Private Landing (feat. Justin Bieber & Future),Private Landing (feat. Justin Bieber & Future),Don Toliver,2/23/2023,USAT22301679,"1,599",36.7,"242,528,711","57,228","39,892,662",72.0,31286296.0,367511.0,15539.0,13605648.0,115624415.0
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148,11,54,104,Major,56,72,85,0,0,15,3,Everything I Love,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300803,"1,722",35.2,"173,756,454","32,550","3,744,217",68.0,16950068.0,90473.0,164397.0,25491443.0,233214006.0
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800,61,6,92,Major,57,68,76,7,0,33,3,Heaven,Heaven,Niall Horan,2/17/2023,USUG12300779,"1,784",34.5,"229,993,968","29,447","13,951,617",68.0,25068301.0,605989.0,76768.0,30680818.0,303361656.0
LET GO,Central Cee,1,2022,12,15,2301,20,298063749,49,23,146,Minor,74,51,45,86,0,21,38,LET GO,LET GO,Central Cee,12/15/2022,US39N2203950,526,66.9,"415,699,405","131,562","25,729,246",70.0,120716253.0,1505981.0,71800.0,43271885.0,459919455.0
Sial,Mahalini,1,2023,1,23,134,4,166570053,4,6,120,Major,56,20,43,89,0,12,4,Sial,fï¿½ï¿½,Mahalini,1/23/2023,FR10S2380774,"3,525",23.0,"324,327,622","13,022","4,228,094",75.0,97061421.0,500989.0,449308.0,131329737.0,1614389086.0
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468,15,17,144,Major,68,83,81,9,0,8,4,I Wrote The Book,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300808,"2,984",25.5,"140,137,839","23,619","2,972,229",64.0,22406782.0,129416.0,19912.0,4142242.0,47494771.0
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056,11,101,94,Major,59,44,56,80,0,6,3,"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,11/5/2022,INZ031411736,757,55.8,"250,599,391","19,757","12,938,935",66.0,642774625.0,4620243.0,961638.3856,192319298.00158226,1959827354.2515824
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294,32,3,94,Major,73,65,79,5,2,11,6,SPIT IN MY FACE!,Spit in My Face! - Single,ThxSoMch,10/31/2022,QZAKB2203051,"1,798",34.3,"516,541,770","50,163","5,857,724",70.27465857359635,153636776.0,2047892.0,153401.0,73405119.0,893095805.0
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,14,35,148,Major,50,49,76,12,0,12,3,Man Made A Bar (feat. Eric Church),One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300804,"1,824",34.0,"175,095,439","21,001","6,637,673",75.0,61848993.0,311636.0,52412.0,3106312.0,21618436.0
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389,45,11,98,Major,70,29,73,12,0,11,26,Red Ruby Da Sleeze,Red Ruby Da Sleeze,Nicki Minaj,3/3/2023,USUM72302705,"2,504",28.3,"148,574,146","25,770","27,326,995",59.0,39166702.0,619142.0,6500.0,2704073.0,21611489.0
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415,1,10,140,Major,58,26,38,91,0,10,4,Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,5/31/2022,QZK6Q2278612,"1,027",47.4,"296,648,613","21,479","6,678,540",68.0,510727740.0,6497078.0,1200000.0,27052606.0,410960127.0
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,59,100,100,Major,36,28,28,81,0,18,3,Nobody Gets Me,SOS,SZA,12/9/2022,USRC12204598,"1,091",45.9,"561,645,790","58,561","39,587,642",82.0,79127644.0,867545.0,61070.0,32412474.0,220878489.0
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910,11,15,140,Major,86,68,79,39,0,11,29,PERO Tï¿,PERO Tï¿,KAROL G,2/23/2023,USUM72222545,"2,827",26.3,"212,911,684","22,815","8,668,393",71.0,106041009.0,588756.0,215518.0,9084718.0,131834580.0
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,20,119,100,Minor,59,78,94,27,0,29,23,Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,8/1/2022,USA2P2230222,"3,836",21.8,"541,018,402","37,204","14,531,541",74.0,35777367.0,911054.0,198468.0,138278860.0,1096877338.0
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517,118,34,132,Minor,87,82,70,42,0,21,5,Monotonï¿½,Monotonï¿½,Shakira,10/19/2022,USQX92204791,903,50.8,"498,744,348","50,326","35,586,221",67.0,306510173.0,4113572.0,961638.3856,1230.0,38341.0
WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,176,Minor,72,96,63,25,0,21,7,WANDA,DONDE QUIERO ESTAR,Quevedo,1/20/2023,BK4DA2215298,"3,184",24.4,"306,952,759","43,759","12,814,377",68.0,32391738.0,149460.0,51615.0,9029882.0,101766021.0
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,16,53,140,Major,53,51,70,49,0,14,3,Thought You Should Know,Thought You Should Know,Morgan Wallen,5/6/2022,USUG12202977,906,50.7,"340,227,841","40,523","6,267,614",73.0,137384524.0,667467.0,16626.0,4371872.0,28018314.0
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,105,Minor,55,40,90,1,0,32,6,In The End,In the End,Tommee Profitt,4/6/2018,TCADO1871408,771,55.2,"85,068,645","23,747","2,345,029",52.0,1615682416.0,16097448.0,7610004.0,421716078.0,6274917849.0
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498,20,1,135,Major,81,97,77,75,0,35,3,Zona De Perigo,Zona De Perigo,Leo Santana,12/8/2022,BRUM72202246,"1,764",34.7,"182,793,453","18,476","8,152,728",61.0,202826223.0,1281118.0,1000000.0,129460794.0,1821638330.0
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,101,Major,74,43,69,12,0,12,7,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,6/3/2022,USUM72208023,179,112.5,"827,950,825","118,965","64,661,540",73.0,299001099.0,2751490.0,172228.0,118133115.0,1359837461.0
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,122,Major,88,43,50,7,0,14,5,Neverita,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214882,"1,139",44.6,"831,868,563","93,211","21,780,286",73.0,181498962.0,1237772.0,115200.0,87502749.0,985066343.0
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576,16,19,105,Minor,76,49,56,80,12,10,13,Vista Al Mar,Vista Al Mar,Quevedo,9/9/2022,ZZOPM2239784,"1,303",41.2,"511,726,944","74,845","23,960,314",68.0,182250623.0,931096.0,91068.0,14320250.0,193905770.0
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,122,88,77,Minor,72,59,76,24,0,42,28,Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,9/3/2021,USUM72119916,495,69.2,"1,502,382,072","240,419","57,503,380",75.0,443194213.28134555,4046645.142419602,913200.0,449105708.0,4053240923.0
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,140,Minor,75,18,25,78,0,11,26,Revenge,Revenge,XXXTENTACION,5/18/2017,USUYG1142409,"2,955",25.6,"1,356,969,354","13,248","2,447,818",53.0,74514608.0,1012321.0,961638.3856,192319298.00158226,1959827354.2515824
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,26,69,158,Major,65,72,95,31,0,92,5,Bombonzinho - Ao Vivo,Bombonzinho (Ao Vivo),Israel & Rodolffo,11/3/2022,BRRGE2200815,"2,576",27.9,"343,704,935","21,379","13,592,125",61.0,208025693.0,659040.0,176878.0,8502888.0,153392985.0
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,176,Major,75,43,65,15,0,11,32,LA CANCIï¿½,OASIS,J Balvin,6/28/2019,USUM71911618,570,63.8,"1,706,325,903","149,957","78,600,154",79.0,1527773578.0,6954777.0,51934.0,21045881.0,143346183.0
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,19,59,98,Major,73,88,57,56,0,5,2,Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,MXF012200200,343,82.5,"394,381,902","22,919","12,262,540",73.0,805683907.0,2076505.0,998663.0,48461089.0,847830213.0
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,57,4,107,Minor,66,47,40,72,0,11,3,Love Again,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT1901302,"1,279",41.7,"665,464,734","90,805","19,218,236",67.0,419361718.0,3354831.0,100817.0,29557917.0,296169569.0
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,109,Minor,66,16,57,10,1,12,3,After Hours,After Hours,Kehlani,4/4/2024,USAT22401034,"1,019",47.6,"34,629,239","3,962","55,053,444",14.0,2560026.0,50310.0,961638.3856,477400.0,4592500.0
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,0,0,109,Minor,84,72,74,10,0,34,7,About Damn Time,About Damn Time,Lizzo,4/14/2022,USAT22202139,172,115.6,"847,025,688","104,052","47,808,065",66.0,106024874.0,1080393.0,3030761.0,1522267606.0,15665483220.0
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450,24,94,158,Minor,60,52,76,17,0,19,5,ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,4/7/2023,FRX282306294,147,125.4,"8,028,757","1,972","488,653",44.0,48533758.0,399664.0,8800000.0,256186613.0,3985974550.0
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971,53,7,94,Minor,74,64,73,6,0,10,6,Besos Moja2,Besos Moja2,Wisin & Yandel,9/29/2022,USSD12200829,"1,176",43.8,"416,361,102","48,450","23,910,344",69.0,251373932.0,911711.0,460773.0,158067701.0,1931498021.0
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,11,80,96,Minor,70,40,51,35,0,10,4,Maan Meri Jaan,Champagne Talk,King,10/12/2022,INW272200083,621,61.0,"467,454,503","25,221","7,852,722",71.0,627711778.0,7180269.0,622000.0,11756945.0,189880241.0
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,100,Minor,80,29,67,29,0,12,3,Moscow Mule,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214875,272,94.1,"1,108,031,580","121,256","44,739,826",77.0,765780154.0,4700638.0,222100.0,106783326.0,940630746.0
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,105,Major,58,42,68,1,0,14,4,My Universe,My Universe,Coldplay,9/24/2021,GBAYE2100952,688,58.2,"1,269,607,301","124,247","79,296,537",71.0,518912320.0,17373598.0,865359.0,292601736.0,1700398150.0
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687,105,41,170,Minor,56,56,63,13,0,19,27,LLYLM,LLYLM,ROSALï¿½,1/27/2023,USSM12300114,"3,513",23.0,"163,400,564","25,380","8,516,973",60.0,37506561.0,368510.0,14073.0,8297832.0,107127704.0
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,88,24,122,Major,64,25,89,0,0,15,9,TRUSTFALL,TRUSTFALL,P!nk,1/27/2023,USRC12204190,520,67.6,"255,898,884","35,610","35,412,821",65.0,95799266.0,746279.0,63475.0,9770601.0,112935118.0
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,23,95,105,Minor,88,82,80,8,0,11,8,ANTIFRAGILE,ANTIFRAGILE,LE SSERAFIM,10/17/2022,USA2P2230329,"1,704",35.4,"458,713,465","29,686","8,500,191",70.0,263768312.0,4141652.0,208042.0,281057311.0,1964836293.0
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,27,0,133,Major,66,74,84,25,0,21,4,Boy's a liar,Boy's a liar,PinkPantheress,11/30/2022,GBAYE2202560,"2,400",29.1,"203,628,716","39,800","6,108,454",62.0,443194213.28134555,4046645.142419602,779078.0,350397327.0,2935382291.0
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,15,40,100,Major,79,60,68,7,0,26,4,VIBE (feat. Jimin of BTS),VIBE,TAEYANG,1/13/2023,KSA002300017,"3,372",23.6,"218,831,350","14,013","18,896,639",60.0,144395167.0,4046645.142419602,236412.0,100972780.0,595970672.0
Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,120,Minor,82,55,45,15,3,9,10,Shirt,Shirt,SZA,10/28/2022,USRC12203632,598,61.9,"469,322,271","68,997","24,096,906",73.0,77831118.0,981474.0,50996.0,44266733.0,419727783.0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,129,31,177,Major,25,17,30,90,0,13,3,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,10/28/2022,QMJMT2204481,563,64.2,"378,282,960","66,018","36,625,617",65.0,44883383.0,477531.0,676437.0,120792885.0,1367774822.0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,113,17,142,Minor,64,31,72,15,0,9,5,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/2022,USSM12208809,396,76.6,"428,164,381","80,340","18,339,674",68.0,138760138.0,1465825.0,61144.0,40889470.0,419346148.0
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,47,60,144,Minor,57,47,84,1,1,52,4,"Sex, Drugs, Etc.",Chit Chat,Beach Weather,11/4/2016,TCACS1642138,"3,731",22.2,"818,926,915","160,628","48,988,304",77.0,85879643.0,1119551.0,124365.0,62671433.0,478999463.0
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,113,92,120,Minor,65,80,86,9,0,19,10,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,4/12/2019,QM6MZ1917908,553,65.0,"1,165,842,896","62,333","28,686,399",70.0,2104797932.0,35291841.0,1944635.0,287006154.0,2199922028.0
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624,107,44,107,Major,81,82,78,38,0,12,4,Calm Down,Calm Down,Rema,2/10/2022,NGA3B2214004,66,180.1,"584,427,088","182,994","19,203,258",68.0,1141904909.0,8766235.0,6129450.0,856216952.0,18216656774.0
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,12,1,108,Minor,44,38,77,9,0,9,20,Escapism. - Sped Up,Escapism. (Sped Up),RAYE,11/25/2022,QMFME2222462,"2,376",29.3,"270,327,239","47,167","13,191,481",66.0,443194213.28134555,4046645.142419602,309300.0,181625399.0,1908957097.0
Space Song,Beach House,1,2015,1,1,17852,4,789753877,69,76,147,Minor,51,62,79,22,13,14,3,Space Song,Depression Cherry,Beach House,8/21/2015,USSUB1512203,"2,646",27.4,"1,099,069,598","261,122","71,073,470",73.0,127534602.0,1660824.0,496525.0,338753643.0,2588157478.0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,11,78,115,Major,71,34,88,16,0,44,4,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,11/20/2022,QZNMY2232113,448,73.0,"419,016,792","24,878","16,888,060",42.0,299024405.0,6706233.0,3400000.0,417635777.0,5766443841.0
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,124,66,174,Major,70,57,64,23,0,8,32,Te Felicito,Te Felicito,Shakira,4/21/2022,USQX92201764,392,77.0,"719,593,291","74,269","37,254,627",67.0,719244041.0,4424400.0,826261.0,159735614.0,2594106000.0
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,33,7,90,Minor,68,83,71,3,0,31,8,Muï¿½ï¿½,Muï¿½ï¿½ecas - Si,TINI,1/12/2023,USHR12244823,"3,440",23.3,"162,551,255","20,554","11,413,592",57.0,159174916.0,713718.0,961638.3856,192319298.00158226,1959827354.2515824
TV,Billie Eilish,1,2022,7,21,3009,2,338564981,68,89,141,Minor,41,9,25,84,1,14,4,TV,Guitar Songs,Billie Eilish,7/21/2022,USUM72213724,"1,285",41.5,"572,602,278","80,064","39,873,526",76.0,115201405.0,1469402.0,11434.0,17523049.0,104843270.0
